position COMBINED_rate(cM/Mb) Genetic_Map(cM)
39318595 0.0046999050 59.1154856326
39318943 0.0040944044 59.1154872682
39321062 0.0040270538 59.1154959442
39322597 0.0040270538 59.1155021258
39323144 0.0040258346 59.1155043286
39323628 0.0040258346 59.1155062771
39323767 0.0040258346 59.1155068367
39324418 0.0040258346 59.1155094575
39325222 0.0040258346 59.1155126943
39325288 0.0040258346 59.1155129600
39326780 0.0040258346 59.1155189665
39327663 0.0040258346 59.1155225213
39332818 0.0040258612 59.1155432745
39333442 0.0040258612 59.1155457866
39334696 0.0040260804 59.1155508351
39342103 0.0221704170 59.1155806562
39343518 0.8086163806 59.1156120274
39344799 0.3173118320 59.1166478650
39345317 0.2711921927 59.1168122325
39347046 0.2711876007 59.1172811238
39347174 0.1757441638 59.1173158358
39347410 0.0918002532 59.1173573114
39347444 0.0142330546 59.1173604326
39348159 0.0141003268 59.1173706093
39348357 0.0139036042 59.1173734011
39348520 0.0137835126 59.1173756674
39348929 0.0137015286 59.1173813049
39349480 0.0137015286 59.1173888544
39349574 0.0138157937 59.1173901424
39349815 0.0138426911 59.1173934720
39349851 0.0139904635 59.1173939703
39351797 0.0200342362 59.1174211957
39352837 0.0830538020 59.1174420314
39353428 0.2441529918 59.1174911162
39354287 0.4775629966 59.1177008436
39354560 0.5630870178 59.1178312183
39354832 0.1791219124 59.1179843779
39357035 0.0892521025 59.1183789835
39358044 0.0499714168 59.1184690389
39358449 0.0147369501 59.1184892773
39359454 0.0137776301 59.1185040879
39362060 0.0137298616 59.1185399924
39362740 0.0137243412 59.1185493287
39363022 0.0137054956 59.1185531990
39363443 0.0136933079 59.1185589690
39365504 0.0137191128 59.1185871909
39365770 0.0137272290 59.1185908402
39367290 0.0137642964 59.1186117056
39369293 0.0137816184 59.1186392755
39369419 0.0140683926 59.1186410120
39369620 0.0140916145 59.1186438397
39369889 0.0140798546 59.1186476304
39370229 0.0138622676 59.1186524175
39371536 0.0138876406 59.1186705355
39375363 0.0139715596 59.1187236835
39377574 0.0141068302 59.1187545746
39382799 0.0231122132 59.1188282828
39384219 0.0871504704 59.1188611022
39387659 0.1435405335 59.1191608998
39391376 0.2320903061 59.1196944399
39391568 0.3035520020 59.1197390013
39393756 0.3091679444 59.1204031731
39394223 0.3159133112 59.1205475545
39395162 0.3181778480 59.1208441971
39396289 0.3199923248 59.1212027835
39396295 0.3189872787 59.1212047035
39396405 0.3178196751 59.1212397921
39397744 0.3218106384 59.1216653526
39401365 0.3629689400 59.1228306289
39401602 0.3847465760 59.1229166526
39401902 0.4162169731 59.1230320765
39402121 0.4453740685 59.1231232281
39402402 0.4809019097 59.1232483782
39402927 0.5117149373 59.1235008517
39403608 0.5316424909 59.1238493296
39403673 0.5445493086 59.1238838863
39403721 0.5592040744 59.1239100247
39403755 0.5652291066 59.1239290376
39404651 0.5652137911 59.1244354829
39405242 0.5434319788 59.1247695243
39406711 0.5434319788 59.1255678258
39407730 0.5357947077 59.1261215830
39407896 0.5357947077 59.1262105249
39409000 0.5097373460 59.1268020423
39411978 0.4738541854 59.1283200401
39414319 0.3637745190 59.1294293328
39414984 0.3637745190 59.1296712428
39416157 0.3345511811 59.1300979503
39416639 0.3345511811 59.1302592040
39419499 0.3342022596 59.1312160204
39421666 0.3342795445 59.1319402367
39423140 0.3341604849 59.1324329647
39424028 0.3341506540 59.1327296992
39427607 0.2473438851 59.1339256244
39429439 0.2396321275 59.1343787584
39430185 0.2376097754 59.1345575240
39431905 0.2368712649 59.1349662128
39431934 0.2356307758 59.1349730821
39433330 0.2352208914 59.1353020226
39436751 0.2355683475 59.1361067133
39440632 0.2396680389 59.1370209541
39441384 0.3211089790 59.1372011844
39441644 5.1232336922 59.1372846728
39441896 2.0907587143 59.1385757276
39441967 0.7372634255 59.1387241715
39442847 0.7463517094 59.1393729633
39442899 0.7525184524 59.1394117736
39443459 0.7951748521 59.1398331839
39445167 1.6928133287 59.1411913426
39446725 0.8704430900 59.1438287458
39447584 0.8500574912 59.1445764564
39448237 0.8446680234 59.1451315439
39448988 0.4043730183 59.1457658896
39451185 0.3923489560 59.1466542971
39453799 0.3923998281 59.1476798973
39454099 0.3922720479 59.1477976172
39454183 0.3920824151 59.1478305681
39455085 0.3919913880 59.1481842264
39455165 0.4026719779 59.1482155857
39455373 0.4244483960 59.1482993415
39455503 0.4505681217 59.1483545198
39456460 1.2207356759 59.1487857135
39460090 0.3812338150 59.1532169840
39461594 0.3790343311 59.1537903597
39462435 0.4473699736 59.1541091275
39462831 2.8634589590 59.1542862860
39462841 2.8821838096 59.1543149206
39463163 3.0152520846 59.1552429838
39463534 2.1199584550 59.1563616423
39464014 0.3360573409 59.1573792224
39464707 0.3253048816 59.1576121101
39465443 0.3243967240 59.1578515345
39465835 0.3175403264 59.1579786980
39467511 0.3140108913 59.1585108956
39469379 0.9074945945 59.1590974680
39471009 0.9090838788 59.1605766842
39471335 0.9276439722 59.1608730455
39472250 0.1408473056 59.1617218397
39472829 0.3615712614 59.1618033903
39472933 0.5118170761 59.1618409937
39473445 0.3135982695 59.1621030441
39473581 0.3135694467 59.1621456935
39473703 0.1579738732 59.1621839489
39473866 0.1273527024 59.1622096987
39474016 0.1161462457 59.1622288016
39474893 0.1153755162 59.1623306618
39475735 0.1152661897 59.1624278080
39475944 0.1153146101 59.1624518987
39477327 0.1163547504 59.1626113788
39478645 0.1244595588 59.1627647343
39479032 0.1337598538 59.1628129002
39480359 0.1433504597 59.1629903995
39482055 0.1762060117 59.1632335219
39482513 0.3441709647 59.1633142242
39485018 0.3344728724 59.1641763725
39485156 0.3197709764 59.1642225297
39485943 0.2092877213 59.1644741895
39486223 0.1708230946 59.1645327901
39486442 0.1528556188 59.1645702003
39486563 0.1465062428 59.1645886959
39487624 0.1463001018 59.1647441390
39487727 0.1463838171 59.1647592079
39488846 0.1463979466 59.1649230114
39489205 0.1463993606 59.1649755682
39490051 0.1464134096 59.1650994221
39491015 0.1464658721 59.1652405646
39491120 0.1467167874 59.1652559435
39491130 0.1467207428 59.1652574107
39491955 0.4783302789 59.1653784553
39493919 0.1499571868 59.1663178960
39494422 0.1477458914 59.1663933245
39495070 0.1477458914 59.1664890638
39495122 0.1477533216 59.1664967466
39497783 0.1338751975 59.1668899182
39497973 0.1170748770 59.1669153545
39500184 0.1189431574 59.1671742070
39501822 0.0915185358 59.1673690359
39501923 0.0629799102 59.1673782793
39503303 0.0527158059 59.1674651916
39504545 0.0517848564 59.1675306646
39505198 0.0689770463 59.1675644801
39505351 0.0880695062 59.1675750336
39505959 0.0975658357 59.1676285798
39506078 0.1106156989 59.1676401902
39507233 0.1031941555 59.1677679513
39508172 0.1026341009 59.1678648506
39509551 0.1234161600 59.1680063830
39509811 0.1567723498 59.1680384713
39509852 0.1926062763 59.1680448989
39509923 0.2389877546 59.1680585740
39511499 0.2651127255 59.1684352187
39511558 0.2912397290 59.1684508603
39511610 0.2913034774 59.1684660048
39511675 0.2913803104 59.1684849395
39511912 0.3443267281 59.1685539966
39512142 0.3732831124 59.1686331918
39513511 0.3735814021 59.1691442164
39515029 0.2813530102 59.1697113129
39515088 0.2811506383 59.1697279128
39515325 0.1106310894 59.1697945455
39517813 0.1071944265 59.1700697956
39519926 0.1051306240 59.1702962974
39520607 0.1034550038 59.1703678914
39521392 0.0974020940 59.1704491036
39524501 0.0986278366 59.1707519267
39525583 0.0990549613 59.1708586420
39526493 0.1015502751 59.1709487820
39527258 0.1168638040 59.1710264680
39527778 0.1687393942 59.1710872372
39527853 0.1877440786 59.1710998926
39527929 0.2080392007 59.1711141612
39528445 0.2360619737 59.1712215094
39529907 0.7562658433 59.1715666320
39531053 0.2809857205 59.1724333126
39532328 0.2397242469 59.1727915694
39532379 0.1971996989 59.1728037954
39532600 0.1801163623 59.1728473765
39532753 0.1721626073 59.1728749343
39532784 0.1641390917 59.1728802714
39533523 0.1630103360 59.1730015701
39534775 0.1723490604 59.1732056591
39534803 0.1840825713 59.1732104849
39534993 0.1955870922 59.1732454605
39535061 0.2043818575 59.1732587605
39535866 0.2140692703 59.1734232879
39536156 0.2140692703 59.1734853680
39536605 0.2190845611 59.1735814851
39540728 0.2901771386 59.1744847707
39540764 0.3758196259 59.1744952171
39541981 0.2588226348 59.1749525896
39542777 0.2147109079 59.1751586124
39543034 0.2000523985 59.1752137931
39545314 0.1595189126 59.1756699126
39545902 0.1263872615 59.1757637097
39547223 0.1031977558 59.1759306672
39548778 0.0760120419 59.1760911398
39549558 0.0437743312 59.1761504291
39549621 0.0428196920 59.1761531869
39549881 0.0102040683 59.1761643201
39551319 0.0102034962 59.1761789935
39553625 0.0102034962 59.1762025228
39554156 0.0102034962 59.1762079408
39556952 0.0119117942 59.1762364698
39557171 0.0222062005 59.1762390785
39557677 0.8411151893 59.1762503148
39558873 0.0518617365 59.1772562886
39560093 0.0194955044 59.1773195599
39561083 0.0194955044 59.1773388605
39561988 0.0195036077 59.1773565039
39563500 0.0332018565 59.1773859933
39564518 0.5610851120 59.1774197928
39566762 0.5569853422 59.1786788678
39568136 0.2785147748 59.1794441657
39568170 0.0120643515 59.1794536352
39569494 0.0088975112 59.1794696084
39571037 0.0088044416 59.1794833372
39572683 0.0087343760 59.1794978294
39573409 0.0087161442 59.1795041705
39573478 0.0086838091 59.1795047719
39574709 0.0087142583 59.1795154617
39575271 0.0087142583 59.1795203591
39575586 0.0087303472 59.1795231041
39576629 0.0087772794 59.1795322099
39577411 0.0144331583 59.1795390737
39578986 2.2142259666 59.1795618059
39579888 2.2266500195 59.1815590377
39580151 0.4980997407 59.1821446467
39580785 0.1579151689 59.1824604419
39581309 0.1565933984 59.1825431895
39581421 0.1561666332 59.1825607279
39583109 0.1560054649 59.1828243372
39583898 0.1560087628 59.1829474255
39583966 0.1560805067 59.1829580341
39584000 0.1560120307 59.1829633409
39585897 0.1557361895 59.1832592957
39585961 0.1555874520 59.1832692628
39586586 0.1556297050 59.1833665049
39587931 3.7310579457 59.1835758269
39588263 2.7063669559 59.1848145381
39588419 0.2467828255 59.1852367314
39588567 0.1726873289 59.1852732552
39589650 0.1716377272 59.1854602756
39590687 0.1704316285 59.1856382639
39591123 0.1694073113 59.1857125721
39592168 0.1691246630 59.1858896028
39592913 0.1694364123 59.1860156006
39593286 0.1691803813 59.1860788004
39596028 0.1703139459 59.1865426930
39596151 0.1708491499 59.1865636416
39596195 0.1715718724 59.1865711590
39596216 0.1717958560 59.1865747620
39596325 0.1725469761 59.1865934878
39597458 0.1757712056 59.1867889835
39601919 0.1270905383 59.1875730988
39603363 0.0355660741 59.1877566176
39604287 0.0042165811 59.1877894806
39607796 0.0042105668 59.1878042766
39610140 0.0042105668 59.1878141462
39613334 0.0070945442 59.1878275947
39616363 0.1027197583 59.1878490841
39621416 0.0502075239 59.1883681270
39622330 3.8227953326 59.1884140167
39622606 0.0256375168 59.1894691082
39626807 0.0030591214 59.1895768114
39629243 0.0030096306 59.1895842635
39629468 0.0029638843 59.1895849406
39631643 0.0029348506 59.1895913871
39633339 0.0029261227 59.1895963646
39634949 0.0028660911 59.1896010756
39640324 0.0028390193 59.1896164809
39641669 0.0028390193 59.1896202994
39642844 0.0028199753 59.1896236352
39646291 0.0028133549 59.1896333557
39646422 0.0028020094 59.1896337242
39648295 0.0028020094 59.1896389724
39648545 0.0027994301 59.1896396729
39650560 0.0027994301 59.1896453137
39650665 0.0028001663 59.1896456077
39650874 0.0028001663 59.1896461929
39654286 0.0039417329 59.1896557471
39654609 0.0063657970 59.1896570203
39655661 0.0087821619 59.1896637171
39659967 0.1864093090 59.1897015331
39660023 0.4147953623 59.1897119720
39661752 0.4209367503 59.1904291532
39662487 0.0373257656 59.1907385417
39663134 0.0848309395 59.1907626914
39671224 0.0848318835 59.1914489737
39671602 0.0180079216 59.1914810402
39677351 0.1422540102 59.1915845677
39677666 0.3833118438 59.1916293778
39686475 0.3555504175 59.1950059718
39687101 0.3343949296 59.1952285463
39687593 0.3246323706 59.1953930687
39688149 0.2321706044 59.1955735642
39688179 0.1617682511 59.1955805294
39689108 0.1573758920 59.1957308121
39689593 0.1574055763 59.1958071394
39694083 0.1591271234 59.1965138904
39694993 0.1668346703 59.1966586961
39696230 0.2077560866 59.1968650706
39698496 0.8521873732 59.1973358459
39699251 0.2779715140 59.1979792473
39699540 0.1874969557 59.1980595811
39700484 0.1824169087 59.1982365782
39700673 0.1769411980 59.1982710550
39701272 0.1767913201 59.1983770428
39701431 0.1769188252 59.1984051526
39701748 0.1783224788 59.1984612359
39703254 0.3464057496 59.1987297896
39703364 8.9601742692 59.1987678942
39703552 21.3014647629 59.2004524069
39703822 22.5050197095 59.2062038024
39705790 0.5746477347 59.2504936812
39706564 0.5740551559 59.2509384586
39707690 0.6341172347 59.2515848447
39708040 0.8023584582 59.2518067857
39709278 0.9394212159 59.2528001055
39709727 0.9541729029 59.2532219056
39710548 0.9544830116 59.2540052816
39710608 0.9554637853 59.2540625505
39710982 0.9615107138 59.2544198940
39711195 0.9618693425 59.2546246958
39711771 1.0737299411 59.2551787325
39712009 1.2861792279 59.2554342802
39712087 1.4938557683 59.2555346022
39712523 2.0293816867 59.2561859233
39712817 2.2842939888 59.2567825616
39712833 2.5404749490 59.2568191103
39713537 1.9672318791 59.2586076046
39716090 1.8339137611 59.2636299476
39716757 1.5702230265 59.2648531681
39717195 1.5198876622 59.2655409258
39717450 1.4909399850 59.2659284971
39717784 1.4433439684 59.2664264711
39718467 1.0000418616 59.2674122750
39718920 0.1959119819 59.2678652940
39719268 0.0898129383 59.2679334713
39721587 0.1276886669 59.2681417476
39722133 0.2215018681 59.2682114656
39722197 0.3370307996 59.2682256417
39723719 0.3170919902 59.2687386026
39723875 0.2822440149 59.2687880689
39724220 0.1910089923 59.2688854431
39724678 0.1511308941 59.2689729252
39725132 0.1511361199 59.2690415386
39725430 0.1303020816 59.2690865772
39725937 0.0960262443 59.2691526404
39726936 0.0700968921 59.2692485706
39728021 0.0606038957 59.2693246257
39728206 0.0521322881 59.2693358374
39729473 0.0408448429 59.2694018890
39729591 0.0378312396 59.2694067087
39730675 0.0377536148 59.2694477178
39730943 0.0909204952 59.2694578358
39731207 0.1517786355 59.2694818388
39731626 0.1520391221 59.2695454340
39731736 0.1524710864 59.2695621583
39732166 0.1551455746 59.2696277209
39733411 0.1824978872 59.2698208771
39733646 0.2372818714 59.2698637641
39733678 0.2572982745 59.2698713572
39734283 0.7109915845 59.2700270226
39736257 0.6415363418 59.2714305200
39738687 0.5332102724 59.2729894533
39738765 0.3151278080 59.2730310437
39739346 0.2618862577 59.2732141330
39739657 0.2198686106 59.2732955796
39741043 0.2189370835 59.2736003175
39741240 0.2174178710 59.2736434481
39742644 0.2075816179 59.2739487028
39742778 0.1871552089 59.2739765187
39746624 0.2247691104 59.2746963177
39747215 0.2569878283 59.2748291562
39747592 0.2861350598 59.2749260406
39747858 0.3326183429 59.2750021525
39749309 1.0891201110 59.2754847817
39749619 1.9418370220 59.2758224090
39750676 2.1684917032 59.2778749307
39753334 2.1647983022 59.2836387817
39753369 2.1640130538 59.2837145496
39754204 2.3317255241 59.2855215005
39754701 2.3083727461 59.2866803681
39754948 2.3100148106 59.2872505362
39755462 2.3807716058 59.2884378838
39759526 1.6302294532 59.2981133396
39759829 1.6274941637 59.2986072991
39763776 1.3812035627 59.3050310186
39763851 0.3124991557 59.3051346088
39768682 0.2809785596 59.3066442923
39770303 0.2717128416 59.3070997585
39771319 0.2658712524 59.3073758187
39771789 0.2619639080 59.3075007782
39774536 0.2619480618 59.3082203931
39776151 0.2616936176 59.3086434392
39776311 0.2693461334 59.3086853102
39776755 0.2773267075 59.3088048999
39781642 0.2753338235 59.3101601955
39781687 0.2738097483 59.3101725855
39785094 0.2723231996 59.3111054553
39785171 0.2676554221 59.3111264242
39787212 0.2663044154 59.3116727089
39787229 0.2639731560 59.3116772361
39788501 0.2659032785 59.3120130100
39788654 0.2666897425 59.3120536932
39788664 0.2670556345 59.3120563601
39791710 0.2919658419 59.3128698115
39792501 0.3534204740 59.3131007565
39792672 0.4253296640 59.3131611914
39793068 0.5236029133 59.3133296219
39794047 0.8729616694 59.3138422292
39794198 0.7983463425 59.3139740464
39794267 0.4639162572 59.3140291323
39794752 0.4635656223 59.3142541317
39794946 0.3338686328 59.3143440634
39798461 0.3330012938 59.3155176117
39798647 0.3303543816 59.3155795499
39799195 0.3287946979 59.3157605841
39799348 0.3268879805 59.3158108897
39800279 0.3250848421 59.3161152224
39807224 0.3293803424 59.3183729366
39810561 14.0248000428 59.3194720788
39811760 14.0213030377 59.3362878141
39812277 10.0492145764 59.3435368278
39812314 3.9387865796 59.3439086487
39812953 3.6341402072 59.3464255333
39813482 1.5656022840 59.3483479935
39814904 1.4450662135 59.3505742799
39815654 0.2715488319 59.3516580796
39826359 0.2816441683 59.3545650098
39826718 0.2810218032 59.3546661201
39826822 0.2804136752 59.3546953464
39826878 0.2899211506 59.3547110495
39829132 0.2956997825 59.3553645318
39829283 0.3006541463 59.3554091825
39830153 0.3034501546 59.3556707516
39830168 0.3067608211 59.3556753033
39830225 0.3088364810 59.3556927887
39831379 0.3110706291 59.3560491860
39831551 0.3263924771 59.3561026902
39832672 0.8885436607 59.3564685761
39832856 0.9665315833 59.3566320682
39833162 0.9929047818 59.3569278268
39833435 1.0097511883 59.3571988898
39833994 0.9846273226 59.3577633407
39834115 0.9486896752 59.3578824806
39835306 0.2389598582 59.3590123700
39836992 0.1919488415 59.3594152564
39838303 0.0919494347 59.3596669013
39839940 0.0797169877 59.3598174225
39842363 0.2758647328 59.3600105768
39842577 0.2537808087 59.3600696118
39843299 0.2531029646 59.3602528416
39844631 0.1570631633 59.3605899747
39845133 0.0399208261 59.3606688204
39848339 0.0355009427 59.3607968066
39848459 0.0320372897 59.3608010667
39849343 0.0311307882 59.3608293877
39853149 0.0315468932 59.3609478715
39854281 0.0315272055 59.3609835825
39854905 0.0340190383 59.3610032555
39856396 0.0352315448 59.3610539779
39863282 0.0352358178 59.3612965823
39870080 0.0312352093 59.3615361154
39875952 0.0529889563 59.3617195286
39877054 0.0726175611 59.3617779224
39880787 0.0812977750 59.3620490037
39880834 0.0901540901 59.3620528247
39881093 0.0969868910 59.3620761747
39881655 0.1025036063 59.3621306813
39883649 0.1037950712 59.3623350735
39883880 0.1046790352 59.3623590501
39886044 0.1049626358 59.3625855756
39888907 0.1049370986 59.3628860836
39888968 0.1049558584 59.3628924848
39889141 0.1049208397 59.3629106421
39889360 0.1049028288 59.3629336198
39889670 0.1048402733 59.3629661397
39890579 0.1048508562 59.3630614395
39890605 0.1047884076 59.3630641656
39891952 0.1048101276 59.3632053156
39892135 0.1048306724 59.3632244958
39893215 0.1048306724 59.3633377130
39897066 0.1161247251 59.3637414159
39897378 0.6774592468 59.3637776468
39897628 1.2507604559 59.3639470116
39898147 1.0570381444 59.3645961563
39898208 0.4630088480 59.3646606356
39899593 0.4878617081 59.3653019029
39901221 0.4323817983 59.3660961417
39902680 0.4265067600 59.3667269868
39902782 0.4228869440 59.3667704905
39905036 0.4143018752 59.3677236776
39905528 0.4043264888 59.3679275142
39906179 0.3763422949 59.3681907307
39906695 0.3763543162 59.3683849233
39907447 0.3502284969 59.3686679418
39907828 0.3204532838 59.3688013788
39908585 0.3048519179 59.3690439620
39908666 0.2917101347 59.3690686550
39911020 0.2912844826 59.3697553406
39911519 0.2908996399 59.3699006916
39911684 0.2909244677 59.3699486900
39912171 0.2908935743 59.3700903702
39912431 0.2909007533 59.3701660026
39912917 0.2907472705 59.3703073803
39913385 0.2907566392 59.3704434501
39913443 0.2908308145 59.3704603139
39913805 0.2908743957 59.3705655947
39915047 0.2914599231 59.3709268607
39915100 0.2992457064 59.3709423081
39915999 10.6965623541 59.3712113300
39916123 10.9622690125 59.3725377037
39918300 3.1275129710 59.3964025633
39920286 3.1247031416 59.4026138041
39922294 3.1233646026 59.4088882080
39923730 3.0616026728 59.4133733596
39923770 2.9714067154 59.4134958237
39924678 0.1372534218 59.4161938610
39926272 0.0830641863 59.4164126429
39926486 0.0651083005 59.4164304187
39927226 0.0642409398 59.4164785988
39931173 1.6541672993 59.4167321578
39932114 1.7119802881 59.4182887292
39932303 1.7189052228 59.4186122935
39932322 1.7257726342 59.4186449527
39932393 1.7425394983 59.4187674826
39933520 1.7424129587 59.4207313246
39934411 0.8650572370 59.4222838145
39934545 0.8081788232 59.4223997322
39935302 0.8081403641 59.4230115236
39935435 0.8081733171 59.4231190062
39935478 0.8081733171 59.4231537577
39935686 0.8082570016 59.4233218577
39935806 0.8078854897 59.4234188486
39935817 0.8080714776 59.4234277353
39936039 0.8088763849 59.4236071272
39936504 0.8102767888 59.4239832547
39936543 0.8105163953 59.4240148555
39936697 0.8104723221 59.4241396750
39937195 0.8081005331 59.4245432902
39937340 0.7999856297 59.4246604648
39938053 0.8005031988 59.4252308546
39938253 0.9071053366 59.4253909552
39938411 3.3163260075 59.4255342778
39938423 7.9540511597 59.4255740738
39938534 1.8278007686 59.4264569734
39938727 1.0863946087 59.4268097390
39938792 0.7546004556 59.4268803546
39938896 0.6951184373 59.4269588331
39939527 6.7726890579 59.4273974528
39940624 20.3828052931 59.4348270927
39940941 20.3828052931 59.4412884420
39940951 20.3754301127 59.4414922700
39941248 20.3775841100 59.4475437728
39941667 20.3681680358 59.4560819805
39942165 0.3170310859 59.4662253282
39942450 0.3110691891 59.4663156821
39942812 0.3057424944 59.4664282891
39943002 0.3024423250 59.4664863802
39943058 0.3042340130 59.4665033170
39943151 0.3137568085 59.4665316107
39943187 0.3366058375 59.4665429060
39943319 0.4051082585 59.4665873379
39943859 0.4566672436 59.4668060964
39944254 2.4228078815 59.4669864800
39944939 4.2196018471 59.4686461034
39945254 4.4817398151 59.4699752779
39945306 4.5422766548 59.4702083284
39945476 4.5384142799 59.4709805154
39945824 4.2015900221 59.4725598836
39945947 4.0789905721 59.4730766792
39946180 3.9838225090 59.4740270840
39946600 3.9587804088 59.4757002894
39946985 2.3026296277 59.4772244199
39947275 2.2710984814 59.4778921825
39948112 2.2564338525 59.4797930919
39948180 2.2573830546 59.4799465294
39948230 2.2454515646 59.4800593986
39948246 2.2352255528 59.4800953258
39948470 0.9263606114 59.4805960163
39948554 0.2914335589 59.4806738306
39949468 0.3360879230 59.4809402009
39949493 0.3361906988 59.4809486031
39950578 0.2939494419 59.4813133700
39952402 0.4273119157 59.4818495338
39952439 0.9053500020 59.4818653443
39953388 1.7430520006 59.4827245215
39953477 1.9262461144 59.4828796531
39953807 0.9524734085 59.4835153143
39953906 0.5015313337 59.4836096092
39953922 0.1501577124 59.4836176337
39954226 0.1091702467 59.4836632816
39954660 0.0950442105 59.4837106615
39957886 0.0952439410 59.4840172741
39958179 0.0954459969 59.4840451806
39958254 0.0954459969 59.4840523391
39958397 0.0956381844 59.4840659878
39958513 0.0958251386 59.4840770819
39959978 0.0982020124 59.4842174657
39961923 0.1050078122 59.4844084686
39963048 0.1118273013 59.4845266024
39963669 0.1178718473 59.4845960472
39963742 0.1227884779 59.4846046518
39964368 0.1269435407 59.4846815174
39964700 0.1310018389 59.4847236626
39964740 0.1344276335 59.4847289027
39965510 0.1362303587 59.4848324120
39965891 0.2001893875 59.4848843158
39965971 0.2800311200 59.4849003309
39966966 1.5121427439 59.4851789619
39967567 1.0080220733 59.4860877597
39967616 0.4621213152 59.4861371527
39967656 0.1659374266 59.4861556376
39967733 0.1347789680 59.4861684148
39967987 0.1346607009 59.4862026486
39968179 0.1339703055 59.4862285035
39968258 0.1352991125 59.4862390871
39968444 0.1359019314 59.4862642528
39971239 0.1367877287 59.4866440987
39971271 0.1401325140 59.4866484759
39971356 0.1407915683 59.4866603871
39971506 0.1441000264 59.4866815059
39971747 0.1449405097 59.4867162340
39972414 0.1686309771 59.4868129093
39972686 0.2109510046 59.4868587769
39973121 0.4932756405 59.4869505406
39973169 0.7772334266 59.4869742179
39974743 0.1279234524 59.4881975833
39975497 0.1267604879 59.4882940375
39975745 0.1236725634 59.4883254742
39976741 0.1195743131 59.4884486520
39976764 0.1152014083 59.4884514022
39978058 0.1049679047 59.4886004729
39979198 0.0845836812 59.4887201363
39982764 0.0852152365 59.4890217617
39983056 0.0950857249 59.4890466445
39983183 0.1139445287 59.4890587204
39985289 0.2683742103 59.4892986876
39985306 0.4233118174 59.4893032499
39987355 0.4146250951 59.4901706159
39987464 0.4085624501 59.4902158100
39988549 0.4035723060 59.4906591003
39989138 0.3791622132 59.4908968043
39989275 0.3563660862 59.4909487496
39989308 0.3336272054 59.4909605096
39989334 0.3147893849 59.4909691840
39989527 0.2998696171 59.4910299383
39989851 0.2787314827 59.4911270961
39989919 0.2515100618 59.4911460498
39990125 0.2329321813 59.4911978609
39990303 0.1992199415 59.4912393228
39991135 0.1801582914 59.4914050738
39991670 0.1706001671 59.4915014585
39991714 0.1817483690 59.4915089649
39992176 0.1991176630 59.4915929326
39992431 0.2310860502 59.4916437076
39993119 0.2838215722 59.4918026948
39993764 0.2790106508 59.4919857598
39993819 0.2765812990 59.4920011053
39994257 0.2732581231 59.4921222480
39994314 0.2699724757 59.4921378237
39994487 0.2682234279 59.4921845289
39995038 0.2857681616 59.4923323200
39995361 0.5776179005 59.4924246231
39995641 0.9226379258 59.4925863561
39996065 2.3407829267 59.4929775546
39996558 1.5621075113 59.4941315606
39997302 1.5601750115 59.4952937686
39997433 2.5461165319 59.4954981515
39997455 3.0564912969 59.4955541661
39997737 3.4679714574 59.4964160966
39998232 6.4269828057 59.4981327425
39998798 9.3149426179 59.5017704148
39999139 11.5169749878 59.5049468102
40000513 10.8474809572 59.5207711338
40000537 7.8027316383 59.5210314734
40000573 7.1158056728 59.5213123717
40000688 3.0402866352 59.5221306894
40000839 1.4054193218 59.5225897726
40001258 1.3629263011 59.5231786433
40001851 3.6731168091 59.5239868586
40001870 6.5181071541 59.5240566479
40002364 7.3433052446 59.5272765928
40002437 8.5651758319 59.5278126541
40003083 8.8628308900 59.5333457577
40003475 8.9104461769 59.5368199874
40004931 8.7708273206 59.5497935970
40005126 8.6862527079 59.5515039083
40005843 1.5150713788 59.5577319515
40006776 1.2137361373 59.5591455131
40006803 0.9081916468 59.5591782840
40006936 0.6037901545 59.5592990735
40007405 0.4515840500 59.5595822511
40008651 0.4383777152 59.5601449248
40011160 0.4354094387 59.5612448145
40011278 0.4319865896 59.5612961928
40012819 0.4315542852 59.5619618841
40012835 0.4297663136 59.5619687890
40013023 0.4275518628 59.5620495851
40013038 0.4266589662 59.5620559983
40013665 0.4275325133 59.5623235135
40014493 0.5879767574 59.5626775104
40014675 1.0311140011 59.5627845222
40014914 2.0317154869 59.5630309585
40015612 2.1230997492 59.5644490959
40015795 2.2267744195 59.5648376231
40016250 2.2178005675 59.5658508055
40016835 2.2155409439 59.5671482188
40016944 2.2090245101 59.5673897128
40017018 2.1968607141 59.5675531806
40017334 19.4852285192 59.5682473886
40018029 75.9482138226 59.5817896224
40018363 75.9977156472 59.6071563258
40018906 75.9977156472 59.6484230854
40019103 75.9977156472 59.6633946354
40019121 75.9977156472 59.6647625943
40019809 64.1394765931 59.7170490226
40019859 1.1642523132 59.7202559965
40020449 1.1632720657 59.7209429053
40020788 1.1657847571 59.7213372546
40020934 1.1655929580 59.7215074591
40021065 1.1637300444 59.7216601518
40022082 1.1636926103 59.7228436653
40024164 1.2068453447 59.7252664733
40024172 1.2468014423 59.7252761280
40024839 1.2463048243 59.7261077446
40025810 1.3633718043 59.7273179066
40026412 1.5060256180 59.7281386564
40026488 1.6635831696 59.7282531144
40027143 1.8474892070 59.7293427613
40030490 1.8475011483 59.7355263077
40030886 1.7283955973 59.7362579182
40031253 1.4877542301 59.7368922394
40031263 1.3039494996 59.7369071169
40032564 1.3024529027 59.7386035552
